sequence;type;annee;tour;departement;commune;numero_du_bureau;code_canton;code_circonscription;indicatif;nombre_dinscrits;nombre_dabstentions;nombre_de_votants;nombre_de_votants_dapres_les_feuilles_demargement;nombre_de_bulletins_blancs;nombre_de_bulletins_nuls;nombre_dexprimes;nombre_de_candidats;sigle_du_candidat1;nombre_de_voix_du_candidat1;sigle_du_candidat2;nombre_de_voix_du_candidat2;sigle_du_candidat3;nombre_de_voix_du_candidat3;sigle_du_candidat4;nombre_de_voix_du_candidat4;sigle_du_candidat5;nombre_de_voix_du_candidat5;sigle_du_candidat6;nombre_de_voix_du_candidat6;sigle_du_candidat7;nombre_de_voix_du_candidat7;sigle_du_candidat8;nombre_de_voix_du_candidat8;sigle_du_candidat9;nombre_de_voix_du_candidat9;sigle_du_candidat10;nombre_de_voix_du_candidat10;sigle_du_candidat11;nombre_de_voix_du_candidat11;sigle_du_candidat12;nombre_de_voix_du_candidat12
5;PR;2022;1;31;555;0004;17;04;I;865;174;691;691;2;1;688;12;ARTH;2;ROUS;10;MACR;183;LASS;16;LEPE;32;ZEMM;45;MELE;240;HIDA;21;JADO;86;PECR;45;POUT;5;DUPO;3
14;PR;2022;1;31;555;0013;17;01;I;1078;254;824;822;9;1;814;12;ARTH;0;ROUS;14;MACR;210;LASS;15;LEPE;66;ZEMM;60;MELE;342;HIDA;18;JADO;44;PECR;34;POUT;7;DUPO;4
15;PR;2022;1;31;555;0014;17;01;I;1103;284;819;819;6;3;810;12;ARTH;2;ROUS;13;MACR;204;LASS;13;LEPE;65;ZEMM;46;MELE;346;HIDA;15;JADO;72;PECR;19;POUT;6;DUPO;9
17;PR;2022;1;31;555;0016;17;01;I;1176;235;941;941;7;6;928;12;ARTH;1;ROUS;13;MACR;310;LASS;15;LEPE;55;ZEMM;75;MELE;303;HIDA;27;JADO;65;PECR;47;POUT;5;DUPO;12
26;PR;2022;1;31;555;0025;17;02;I;911;207;704;704;7;3;694;12;ARTH;2;ROUS;12;MACR;138;LASS;21;LEPE;64;ZEMM;33;MELE;321;HIDA;23;JADO;49;PECR;20;POUT;3;DUPO;8
30;PR;2022;1;31;555;0029;17;02;I;1091;268;823;823;16;7;800;12;ARTH;4;ROUS;16;MACR;178;LASS;21;LEPE;64;ZEMM;36;MELE;349;HIDA;23;JADO;73;PECR;16;POUT;6;DUPO;14
33;PR;2022;1;31;555;0032;18;04;I;902;180;722;722;13;2;707;12;ARTH;0;ROUS;8;MACR;266;LASS;17;LEPE;64;ZEMM;89;MELE;142;HIDA;12;JADO;38;PECR;60;POUT;4;DUPO;7
40;PR;2022;1;31;555;0039;18;03;I;78;19;59;59;0;0;59;12;ARTH;1;ROUS;1;MACR;19;LASS;2;LEPE;6;ZEMM;9;MELE;18;HIDA;0;JADO;1;PECR;2;POUT;0;DUPO;0
46;PR;2022;1;31;555;0045;18;04;I;685;126;559;559;3;1;555;12;ARTH;1;ROUS;6;MACR;179;LASS;15;LEPE;33;ZEMM;33;MELE;180;HIDA;19;JADO;45;PECR;32;POUT;7;DUPO;5
47;PR;2022;1;31;555;0046;18;02;I;442;191;251;251;6;1;244;12;ARTH;2;ROUS;5;MACR;48;LASS;10;LEPE;22;ZEMM;6;MELE;133;HIDA;6;JADO;3;PECR;5;POUT;2;DUPO;2
50;PR;2022;1;31;555;0049;18;03;I;1097;220;877;876;9;2;866;12;ARTH;1;ROUS;15;MACR;305;LASS;13;LEPE;47;ZEMM;77;MELE;244;HIDA;21;JADO;71;PECR;62;POUT;6;DUPO;4
60;PR;2022;1;31;555;0059;18;03;I;1002;161;841;838;11;5;825;12;ARTH;2;ROUS;15;MACR;246;LASS;22;LEPE;36;ZEMM;69;MELE;254;HIDA;26;JADO;87;PECR;52;POUT;6;DUPO;10
71;PR;2022;1;31;555;069A;19;09;I;864;187;677;676;4;6;667;12;ARTH;1;ROUS;15;MACR;171;LASS;19;LEPE;41;ZEMM;29;MELE;268;HIDA;27;JADO;77;PECR;13;POUT;5;DUPO;1
74;PR;2022;1;31;555;0072;19;09;I;393;171;222;222;3;1;218;12;ARTH;0;ROUS;5;MACR;29;LASS;3;LEPE;16;ZEMM;5;MELE;146;HIDA;4;JADO;5;PECR;5;POUT;0;DUPO;0
77;PR;2022;1;31;555;0075;19;09;I;919;252;667;667;7;5;655;12;ARTH;4;ROUS;9;MACR;176;LASS;21;LEPE;64;ZEMM;51;MELE;251;HIDA;11;JADO;38;PECR;16;POUT;8;DUPO;6
78;PR;2022;1;31;555;0076;19;09;I;1061;183;878;878;8;3;867;12;ARTH;3;ROUS;11;MACR;244;LASS;17;LEPE;42;ZEMM;45;MELE;346;HIDA;25;JADO;88;PECR;30;POUT;8;DUPO;8
79;PR;2022;1;31;555;0077;19;09;I;997;220;777;777;10;4;763;12;ARTH;2;ROUS;30;MACR;172;LASS;33;LEPE;71;ZEMM;33;MELE;307;HIDA;25;JADO;55;PECR;16;POUT;8;DUPO;11
86;PR;2022;1;31;555;0083;19;09;I;881;125;756;756;12;1;743;12;ARTH;1;ROUS;19;MACR;283;LASS;27;LEPE;53;ZEMM;45;MELE;189;HIDA;20;JADO;56;PECR;37;POUT;2;DUPO;11
91;PR;2022;1;31;555;0087;20;09;I;791;311;480;480;4;7;469;12;ARTH;1;ROUS;12;MACR;88;LASS;12;LEPE;76;ZEMM;17;MELE;234;HIDA;14;JADO;6;PECR;5;POUT;3;DUPO;1
98;PR;2022;1;31;555;0094;20;09;I;654;223;431;431;1;2;428;12;ARTH;2;ROUS;2;MACR;54;LASS;6;LEPE;39;ZEMM;12;MELE;291;HIDA;4;JADO;6;PECR;7;POUT;2;DUPO;3
102;PR;2022;1;31;555;0098;20;04;I;981;399;582;582;7;2;573;12;ARTH;2;ROUS;5;MACR;61;LASS;5;LEPE;22;ZEMM;8;MELE;447;HIDA;11;JADO;4;PECR;3;POUT;3;DUPO;2
106;PR;2022;1;31;555;0102;20;04;I;918;420;498;498;3;1;494;12;ARTH;1;ROUS;2;MACR;47;LASS;1;LEPE;19;ZEMM;3;MELE;406;HIDA;1;JADO;4;PECR;6;POUT;2;DUPO;2
108;PR;2022;1;31;555;0104;20;04;I;545;183;362;362;1;0;361;12;ARTH;2;ROUS;18;MACR;64;LASS;5;LEPE;50;ZEMM;23;MELE;170;HIDA;5;JADO;8;PECR;6;POUT;1;DUPO;9
113;PR;2022;1;31;555;0109;20;04;I;895;149;746;746;12;3;731;12;ARTH;6;ROUS;13;MACR;231;LASS;25;LEPE;84;ZEMM;42;MELE;211;HIDA;12;JADO;65;PECR;28;POUT;2;DUPO;12
125;PR;2022;1;31;555;0120;15;04;I;1031;213;818;818;15;6;797;12;ARTH;4;ROUS;13;MACR;177;LASS;31;LEPE;92;ZEMM;40;MELE;318;HIDA;32;JADO;59;PECR;20;POUT;9;DUPO;2
133;PR;2022;1;31;555;0128;15;09;I;569;101;468;468;4;0;464;12;ARTH;3;ROUS;13;MACR;108;LASS;12;LEPE;28;ZEMM;19;MELE;221;HIDA;17;JADO;21;PECR;13;POUT;6;DUPO;3
141;PR;2022;1;31;555;0136;15;04;I;1204;241;963;963;7;8;948;12;ARTH;3;ROUS;30;MACR;238;LASS;22;LEPE;94;ZEMM;59;MELE;358;HIDA;26;JADO;59;PECR;39;POUT;4;DUPO;16
143;PR;2022;1;31;555;0138;15;04;I;1081;212;869;868;6;7;856;12;ARTH;1;ROUS;9;MACR;261;LASS;28;LEPE;134;ZEMM;78;MELE;194;HIDA;21;JADO;64;PECR;43;POUT;2;DUPO;21
146;PR;2022;1;31;555;0141;15;04;I;856;161;695;695;4;3;688;12;ARTH;1;ROUS;22;MACR;175;LASS;15;LEPE;29;ZEMM;34;MELE;303;HIDA;16;JADO;75;PECR;13;POUT;2;DUPO;3
148;PR;2022;1;31;555;0143;15;04;I;899;173;726;726;10;1;715;12;ARTH;0;ROUS;12;MACR;158;LASS;14;LEPE;25;ZEMM;45;MELE;325;HIDA;28;JADO;72;PECR;18;POUT;12;DUPO;6
157;PR;2022;1;31;555;0152;16;04;I;666;137;529;529;7;1;521;12;ARTH;0;ROUS;20;MACR;154;LASS;13;LEPE;57;ZEMM;35;MELE;174;HIDA;11;JADO;27;PECR;20;POUT;4;DUPO;6
160;PR;2022;1;31;555;0155;16;01;I;981;165;816;816;8;1;807;12;ARTH;3;ROUS;17;MACR;218;LASS;18;LEPE;46;ZEMM;64;MELE;302;HIDA;25;JADO;79;PECR;20;POUT;9;DUPO;6
166;PR;2022;1;31;555;0161;16;01;I;731;145;586;586;8;1;577;12;ARTH;1;ROUS;16;MACR;175;LASS;24;LEPE;36;ZEMM;24;MELE;215;HIDA;15;JADO;51;PECR;15;POUT;0;DUPO;5
170;PR;2022;1;31;555;0165;16;01;I;1495;296;1199;1199;14;5;1180;12;ARTH;3;ROUS;21;MACR;329;LASS;23;LEPE;112;ZEMM;60;MELE;442;HIDA;32;JADO;107;PECR;32;POUT;4;DUPO;15
187;PR;2022;1;31;555;0182;22;01;I;1019;232;787;787;12;5;770;12;ARTH;2;ROUS;13;MACR;131;LASS;29;LEPE;80;ZEMM;51;MELE;341;HIDA;28;JADO;58;PECR;25;POUT;7;DUPO;5
190;PR;2022;1;31;555;0184;22;01;I;941;220;721;721;10;2;709;12;ARTH;4;ROUS;17;MACR;195;LASS;21;LEPE;117;ZEMM;36;MELE;215;HIDA;18;JADO;41;PECR;25;POUT;7;DUPO;13
197;PR;2022;1;31;555;0190;22;02;I;1531;374;1157;1157;21;1;1135;12;ARTH;4;ROUS;17;MACR;241;LASS;26;LEPE;133;ZEMM;56;MELE;550;HIDA;25;JADO;50;PECR;13;POUT;6;DUPO;14
211;PR;2022;1;31;555;0202;23;02;I;978;212;766;766;7;2;757;12;ARTH;3;ROUS;15;MACR;165;LASS;10;LEPE;28;ZEMM;26;MELE;402;HIDA;20;JADO;49;PECR;22;POUT;10;DUPO;7
214;PR;2022;1;31;555;0205;23;02;I;799;226;573;573;6;4;563;12;ARTH;3;ROUS;12;MACR;126;LASS;10;LEPE;45;ZEMM;19;MELE;261;HIDA;18;JADO;41;PECR;12;POUT;10;DUPO;6
217;PR;2022;1;31;555;0208;23;02;I;1061;265;796;796;13;8;775;12;ARTH;2;ROUS;20;MACR;144;LASS;33;LEPE;113;ZEMM;30;MELE;358;HIDA;10;JADO;37;PECR;13;POUT;7;DUPO;8
223;PR;2022;1;31;555;0214;23;02;I;1243;269;974;974;12;3;959;12;ARTH;5;ROUS;26;MACR;265;LASS;31;LEPE;85;ZEMM;65;MELE;359;HIDA;26;JADO;49;PECR;26;POUT;9;DUPO;13
246;PR;2022;1;31;555;0237;24;03;I;870;238;632;632;9;5;618;12;ARTH;2;ROUS;12;MACR;142;LASS;17;LEPE;88;ZEMM;46;MELE;222;HIDA;13;JADO;35;PECR;32;POUT;4;DUPO;5
3;PR;2022;1;31;555;0002;17;04;I;915;181;734;734;3;1;730;12;ARTH;0;ROUS;24;MACR;228;LASS;17;LEPE;34;ZEMM;59;MELE;260;HIDA;18;JADO;47;PECR;32;POUT;6;DUPO;5
9;PR;2022;1;31;555;0008;17;01;I;1093;238;855;855;9;2;844;12;ARTH;5;ROUS;12;MACR;204;LASS;14;LEPE;38;ZEMM;37;MELE;394;HIDA;30;JADO;72;PECR;25;POUT;6;DUPO;7
23;PR;2022;1;31;555;0022;17;02;I;929;233;696;698;9;4;683;12;ARTH;2;ROUS;27;MACR;142;LASS;20;LEPE;58;ZEMM;38;MELE;296;HIDA;25;JADO;36;PECR;20;POUT;9;DUPO;10
25;PR;2022;1;31;555;0024;17;02;I;1151;240;911;911;15;1;895;12;ARTH;4;ROUS;18;MACR;247;LASS;22;LEPE;57;ZEMM;57;MELE;329;HIDA;25;JADO;74;PECR;49;POUT;4;DUPO;9
27;PR;2022;1;31;555;0026;17;02;I;693;131;562;562;10;0;552;12;ARTH;2;ROUS;16;MACR;153;LASS;9;LEPE;50;ZEMM;33;MELE;201;HIDA;11;JADO;49;PECR;20;POUT;1;DUPO;7
32;PR;2022;1;31;555;0031;18;04;I;712;155;557;557;7;1;549;12;ARTH;1;ROUS;8;MACR;182;LASS;17;LEPE;43;ZEMM;80;MELE;131;HIDA;13;JADO;26;PECR;43;POUT;2;DUPO;3
35;PR;2022;1;31;555;0034;18;01;I;765;165;600;600;2;1;597;12;ARTH;0;ROUS;10;MACR;183;LASS;14;LEPE;31;ZEMM;47;MELE;217;HIDA;15;JADO;36;PECR;32;POUT;4;DUPO;8
36;PR;2022;1;31;555;0035;18;04;I;837;130;707;707;9;1;697;12;ARTH;1;ROUS;12;MACR;194;LASS;14;LEPE;32;ZEMM;43;MELE;278;HIDA;24;JADO;67;PECR;20;POUT;2;DUPO;10
43;PR;2022;1;31;555;0042;18;04;I;1060;195;865;865;8;2;855;12;ARTH;5;ROUS;18;MACR;216;LASS;26;LEPE;49;ZEMM;45;MELE;363;HIDA;18;JADO;82;PECR;22;POUT;5;DUPO;6
53;PR;2022;1;31;555;0052;18;03;I;1044;200;844;844;7;2;835;12;ARTH;4;ROUS;12;MACR;318;LASS;14;LEPE;47;ZEMM;81;MELE;213;HIDA;27;JADO;58;PECR;54;POUT;2;DUPO;5
54;PR;2022;1;31;555;0053;18;03;I;1046;195;851;851;7;5;839;12;ARTH;0;ROUS;11;MACR;293;LASS;15;LEPE;45;ZEMM;67;MELE;256;HIDA;8;JADO;88;PECR;43;POUT;8;DUPO;5
56;PR;2022;1;31;555;0055;18;03;I;1132;232;900;900;8;1;891;12;ARTH;2;ROUS;14;MACR;223;LASS;20;LEPE;49;ZEMM;48;MELE;382;HIDA;23;JADO;90;PECR;28;POUT;7;DUPO;5
65;PR;2022;1;31;555;0064;19;09;I;803;221;582;582;7;6;569;12;ARTH;3;ROUS;17;MACR;124;LASS;15;LEPE;64;ZEMM;26;MELE;239;HIDA;22;JADO;34;PECR;12;POUT;3;DUPO;10
66;PR;2022;1;31;555;0065;19;09;I;1001;204;797;797;9;4;784;12;ARTH;3;ROUS;32;MACR;196;LASS;25;LEPE;56;ZEMM;44;MELE;291;HIDA;25;JADO;75;PECR;27;POUT;4;DUPO;6
67;PR;2022;1;31;555;0066;19;09;I;1109;235;874;874;13;6;855;12;ARTH;3;ROUS;19;MACR;214;LASS;25;LEPE;65;ZEMM;36;MELE;368;HIDA;23;JADO;63;PECR;21;POUT;10;DUPO;8
76;PR;2022;1;31;555;0074;19;09;I;702;231;471;471;6;4;461;12;ARTH;6;ROUS;9;MACR;77;LASS;15;LEPE;37;ZEMM;20;MELE;235;HIDA;9;JADO;34;PECR;8;POUT;6;DUPO;5
83;PR;2022;1;31;555;0081;19;09;I;1116;302;814;814;10;3;801;12;ARTH;1;ROUS;8;MACR;168;LASS;21;LEPE;50;ZEMM;50;MELE;390;HIDA;10;JADO;69;PECR;19;POUT;6;DUPO;9
85;PR;2022;1;31;555;0082;19;09;I;935;156;779;779;12;4;763;12;ARTH;1;ROUS;18;MACR;223;LASS;22;LEPE;52;ZEMM;33;MELE;270;HIDA;26;JADO;77;PECR;32;POUT;4;DUPO;5
92;PR;2022;1;31;555;0088;20;09;I;707;166;541;541;9;3;529;12;ARTH;4;ROUS;20;MACR;132;LASS;17;LEPE;71;ZEMM;36;MELE;180;HIDA;12;JADO;33;PECR;17;POUT;1;DUPO;6
95;PR;2022;1;31;555;0091;20;09;I;793;294;499;499;8;2;489;12;ARTH;2;ROUS;8;MACR;82;LASS;16;LEPE;52;ZEMM;35;MELE;265;HIDA;5;JADO;3;PECR;10;POUT;5;DUPO;6
99;PR;2022;1;31;555;0095;20;09;I;838;321;517;517;2;2;513;12;ARTH;7;ROUS;6;MACR;72;LASS;12;LEPE;52;ZEMM;27;MELE;300;HIDA;10;JADO;6;PECR;11;POUT;6;DUPO;4
100;PR;2022;1;31;555;0096;20;09;I;753;164;589;589;3;1;585;12;ARTH;4;ROUS;9;MACR;147;LASS;22;LEPE;56;ZEMM;22;MELE;226;HIDA;14;JADO;44;PECR;29;POUT;7;DUPO;5
103;PR;2022;1;31;555;0099;20;04;I;1282;489;793;793;9;3;781;12;ARTH;4;ROUS;19;MACR;152;LASS;18;LEPE;71;ZEMM;26;MELE;425;HIDA;15;JADO;20;PECR;16;POUT;4;DUPO;11
104;PR;2022;1;31;555;0100;20;04;I;718;241;477;477;13;3;461;12;ARTH;4;ROUS;18;MACR;78;LASS;15;LEPE;33;ZEMM;15;MELE;266;HIDA;9;JADO;10;PECR;8;POUT;1;DUPO;4
105;PR;2022;1;31;555;0101;20;04;I;669;298;371;371;6;1;364;12;ARTH;4;ROUS;4;MACR;33;LASS;1;LEPE;31;ZEMM;5;MELE;275;HIDA;4;JADO;2;PECR;0;POUT;1;DUPO;4
110;PR;2022;1;31;555;0106;20;04;I;749;210;539;539;3;4;532;12;ARTH;3;ROUS;11;MACR;102;LASS;8;LEPE;76;ZEMM;19;MELE;274;HIDA;7;JADO;17;PECR;8;POUT;1;DUPO;6
120;PR;2022;1;31;555;0115;15;04;I;1153;207;946;946;8;5;933;12;ARTH;8;ROUS;31;MACR;249;LASS;21;LEPE;55;ZEMM;37;MELE;390;HIDA;30;JADO;72;PECR;19;POUT;13;DUPO;8
123;PR;2022;1;31;555;0118;15;04;I;1054;194;860;859;15;3;842;12;ARTH;1;ROUS;27;MACR;188;LASS;13;LEPE;76;ZEMM;36;MELE;328;HIDA;29;JADO;92;PECR;33;POUT;6;DUPO;13
128;PR;2022;1;31;555;0123;15;04;I;1104;237;867;866;8;3;856;12;ARTH;2;ROUS;20;MACR;200;LASS;25;LEPE;90;ZEMM;36;MELE;346;HIDA;27;JADO;60;PECR;29;POUT;11;DUPO;10
129;PR;2022;1;31;555;0124;15;04;I;1070;278;792;792;13;2;777;12;ARTH;7;ROUS;15;MACR;137;LASS;26;LEPE;82;ZEMM;29;MELE;390;HIDA;18;JADO;48;PECR;14;POUT;6;DUPO;5
135;PR;2022;1;31;555;0130;15;04;I;1920;416;1504;1504;19;6;1479;12;ARTH;9;ROUS;31;MACR;339;LASS;38;LEPE;157;ZEMM;86;MELE;595;HIDA;42;JADO;112;PECR;42;POUT;11;DUPO;17
147;PR;2022;1;31;555;0142;15;04;I;978;165;813;813;7;2;804;12;ARTH;2;ROUS;13;MACR;228;LASS;15;LEPE;53;ZEMM;48;MELE;279;HIDA;21;JADO;84;PECR;50;POUT;6;DUPO;5
149;PR;2022;1;31;555;0144;21;01;I;902;173;729;729;10;3;716;12;ARTH;2;ROUS;16;MACR;213;LASS;29;LEPE;99;ZEMM;52;MELE;205;HIDA;12;JADO;42;PECR;21;POUT;10;DUPO;15
162;PR;2022;1;31;555;0157;16;01;I;1110;212;898;898;18;4;876;12;ARTH;4;ROUS;17;MACR;228;LASS;20;LEPE;75;ZEMM;44;MELE;337;HIDA;25;JADO;68;PECR;43;POUT;9;DUPO;6
169;PR;2022;1;31;555;0164;16;02;I;589;161;428;428;4;6;418;12;ARTH;3;ROUS;17;MACR;87;LASS;13;LEPE;43;ZEMM;13;MELE;172;HIDA;9;JADO;40;PECR;13;POUT;6;DUPO;2
176;PR;2022;1;31;555;0171;16;01;I;1053;227;826;826;10;2;814;12;ARTH;3;ROUS;21;MACR;240;LASS;24;LEPE;91;ZEMM;49;MELE;242;HIDA;25;JADO;75;PECR;30;POUT;3;DUPO;11
178;PR;2022;1;31;555;0173;16;01;I;963;176;787;787;3;2;782;12;ARTH;2;ROUS;21;MACR;238;LASS;16;LEPE;73;ZEMM;41;MELE;264;HIDA;22;JADO;73;PECR;23;POUT;7;DUPO;2
181;PR;2022;1;31;555;0176;16;01;I;919;222;697;698;7;7;683;12;ARTH;2;ROUS;30;MACR;159;LASS;32;LEPE;91;ZEMM;30;MELE;248;HIDA;17;JADO;44;PECR;13;POUT;9;DUPO;8
182;PR;2022;1;31;555;0177;16;01;I;1056;243;813;812;12;7;794;12;ARTH;6;ROUS;31;MACR;177;LASS;29;LEPE;108;ZEMM;45;MELE;275;HIDA;22;JADO;62;PECR;17;POUT;7;DUPO;15
185;PR;2022;1;31;555;0180;22;01;I;962;212;750;750;9;3;738;12;ARTH;2;ROUS;8;MACR;219;LASS;15;LEPE;75;ZEMM;41;MELE;285;HIDA;15;JADO;53;PECR;16;POUT;5;DUPO;4
186;PR;2022;1;31;555;0181;22;01;I;912;180;732;732;8;4;720;12;ARTH;1;ROUS;17;MACR;167;LASS;28;LEPE;79;ZEMM;38;MELE;301;HIDA;18;JADO;46;PECR;14;POUT;4;DUPO;7
188;PR;2022;1;31;555;182A;22;01;I;1128;267;861;861;10;4;847;12;ARTH;3;ROUS;19;MACR;191;LASS;31;LEPE;109;ZEMM;42;MELE;337;HIDA;18;JADO;64;PECR;17;POUT;8;DUPO;8
191;PR;2022;1;31;555;0185;22;01;I;1385;328;1057;1057;19;3;1035;12;ARTH;6;ROUS;18;MACR;267;LASS;31;LEPE;189;ZEMM;68;MELE;320;HIDA;25;JADO;67;PECR;29;POUT;1;DUPO;14
